epoch1.tsv:	1.1644444444444444	1.1587591240875912	0.30957683741648107	Label2_Nothing	0.933852140077821	1.7431906614785992
epoch2.tsv:	1.229375	1.5613207547169812	0.8096590909090909	Label2_Nothing	0.7772277227722773	1.387459807073955
epoch3.tsv:	1.34375	1.0	0.08806818181818182	Label2_Nothing	1.386138613861386	2.27491961414791
epoch4.tsv:	1.09375	1.054245283018868	0.16761363636363635	Label2_Nothing	0.9504950495049505	1.6913183279742765
epoch5.tsv:	1.130625	0.9787735849056604	0.10511363636363637	Label2_Nothing	1.2376237623762376	1.779742765273312
epoch6.tsv:	1.045625	0.964622641509434	0.06818181818181818	Label2_Nothing	1.0198019801980198	1.662379421221865
epoch7.tsv:	0.958125	1.0919811320754718	0.3977272727272727	Label2_Nothing	1.2128712871287128	1.1012861736334405
epoch8.tsv:	0.738125	1.1132075471698113	0.3181818181818182	Label2_Nothing	0.6287128712871287	0.7556270096463023
epoch9.tsv:	0.710625	1.1273584905660377	0.3409090909090909	Label2_Nothing	0.5495049504950495	0.6881028938906752
epoch10.tsv:	0.67375	0.9056603773584906	0.14488636363636365	Label2_Nothing	0.5346534653465347	0.860128617363344
epoch11.tsv:	0.82625	0.625	0.028409090909090908	Label2_Nothing	1.113861386138614	1.3215434083601285
epoch12.tsv:	0.55875	0.8702830188679245	0.48863636363636365	Label2_Nothing	0.4504950495049505	0.4212218649517685
epoch13.tsv:	0.52	0.6132075471698113	0.17329545454545456	Label2_Nothing	0.6039603960396039	0.6254019292604501
epoch14.tsv:	0.640625	0.5330188679245284	0.06818181818181818	Label2_Nothing	0.7376237623762376	1.0064308681672025
epoch15.tsv:	0.62625	0.589622641509434	0.07670454545454546	Label2_Nothing	0.7227722772277227	0.9308681672025724
epoch16.tsv:	0.535625	0.5518867924528302	0.10511363636363637	Label2_Nothing	0.6732673267326733	0.7234726688102894
epoch17.tsv:	0.521875	0.6014150943396226	0.1534090909090909	Label2_Nothing	0.6881188118811881	0.6221864951768489
epoch18.tsv:	0.6775	0.4009433962264151	0.05965909090909091	Label2_Nothing	0.8564356435643564	1.157556270096463
epoch19.tsv:	0.536875	0.6816037735849056	0.3494318181818182	Label2_Nothing	0.37623762376237624	0.5964630225080386
epoch20.tsv:	0.5025	0.6084905660377359	0.16193181818181818	Label2_Nothing	0.39603960396039606	0.657556270096463
epoch21.tsv:	0.544375	0.5283018867924528	0.07954545454545454	Label2_Nothing	0.7425742574257426	0.7540192926045016
epoch22.tsv:	0.56375	0.5731132075471698	0.08522727272727272	Label2_Nothing	0.6386138613861386	0.8038585209003215
epoch23.tsv:	0.495	0.6344339622641509	0.21306818181818182	Label2_Nothing	0.4752475247524752	0.5659163987138264
epoch24.tsv:	0.69375	0.4669811320754717	0.045454545454545456	Label2_Nothing	0.9356435643564357	1.1366559485530547
epoch25.tsv:	0.576875	0.49056603773584906	0.05965909090909091	Label2_Nothing	0.6881188118811881	0.8922829581993569
epoch26.tsv:	0.511875	0.5070754716981132	0.07670454545454546	Label2_Nothing	0.7029702970297029	0.6993569131832797
epoch27.tsv:	0.494375	0.5754716981132075	0.17613636363636365	Label2_Nothing	0.5445544554455446	0.6028938906752411
epoch28.tsv:	0.45375	0.6202830188679245	0.20454545454545456	Label2_Nothing	0.6386138613861386	0.4212218649517685
epoch29.tsv:	0.6175	0.5023584905660378	0.04261363636363636	Label2_Nothing	0.7425742574257426	0.9807073954983923
epoch30.tsv:	0.629375	0.5	0.04261363636363636	Label2_Nothing	0.801980198019802	0.9935691318327974
epoch31.tsv:	0.605	0.4693396226415094	0.06534090909090909	Label2_Nothing	0.7623762376237624	0.9517684887459807
epoch32.tsv:	0.625	0.5070754716981132	0.045454545454545456	Label2_Nothing	0.7475247524752475	0.9935691318327974
epoch33.tsv:	0.441875	0.6226415094339622	0.19886363636363635	Label2_Nothing	0.5445544554455446	0.4228295819935691
epoch34.tsv:	0.516875	0.4693396226415094	0.09375	Label2_Nothing	0.8118811881188119	0.6929260450160771
epoch35.tsv:	0.766875	0.3938679245283019	0.03977272727272727	Label2_Nothing	0.9207920792079208	1.382636655948553
epoch36.tsv:	0.745	0.44575471698113206	0.03125	Label2_Nothing	0.9653465346534653	1.2813504823151125
epoch37.tsv:	0.493125	0.8985849056603774	0.5397727272727273	Label2_Nothing	0.6138613861386139	0.15112540192926044
